token,vabamorf,is_pronoun
kuulipildujapesa-taoliste,True,False
kuulitõu-kes,True,False
kuulu-tas,True,False
kuuluta-ma,True,False
kuutöö-ta-sust,True,False
käi-ma,True,False
käi-mis-,True,False
käib-kes,True,False
käisid-ma,True,False
käsutu-ses,True,False
kõhnake-seks,True,False
kõhulahti-sus,True,False
kõi-ge,False,True
kõi-gega,False,True
kõi-geks,False,True
kõi-gele,False,True
kõi-ges,False,True
kõi-gest,False,True
kõi-gi,False,True
kõi-gi-le,False,True
kõi-giga,False,True
kõi-gil,False,True
kõi-gile,False,True
kõi-gilt,False,True
kõi-gis,False,True
kõi-gisse,False,True
kõi-gist,False,True
kõi-ke,False,True
kõi-ki,False,True
kõi-kide,False,True
kõi-kidel,False,True
kõi-kidele,False,True
kõi-kidesse,False,True
kõi-kidest,False,True
kõige,True,True
kõige-,True,True
kõige-kõige,True,True
kõige-kõige-kõige,True,True
kõige-kõige-kõigeks,True,False
kõige-kõigega,True,True
kõige-kõigeks,True,False
kõige-kõigest,True,False
kõige-sellist,True,False
kõigega,True,True
kõigeks,True,True
kõigel,True,True
kõigele,True,True
kõigele-kõigile,True,True
kõigelt,True,True
kõigena,True,True
kõigeni,True,True
kõiges,True,True
kõiges-,True,True
kõiges-kõiges,True,True
kõigesse,True,True
kõigest,True,True
kõigest-kõigest,True,True
kõigest-kõike,True,False
kõigestki,True,True
kõigeta,True,True
kõigi,True,True
kõigi-kõigi,True,True
kõigi-le,False,True
kõigiga,True,True
kõigiks,True,True
kõigil,True,True
kõigile,True,True
kõigile-,True,True
kõigile-kõigele,True,True
kõigile-kõigile,True,True
kõigile-kõigile-kõigile,True,True
kõigilegi,True,True
kõigilt,True,True
kõigini,True,True
kõigis,True,True
kõigisse,True,True
kõigist,True,True
kõigita,True,True
kõik,True,True
kõik-,True,True
kõik-kõigile,True,False
kõik-kõik,True,True
kõik-kõik-kõik,True,True
kõik-on-üks,True,False
kõik-tunnevad-kõiki,True,False
kõik-või-mitte-midagi,True,False
kõik-ühes,True,False
kõike,True,True
kõike-,True,True
kõike-kõike,True,True
kõiki,True,True
kõiki-,True,True
kõiki-de,False,True
kõiki-de-le,False,True
kõiki-del,False,True
kõiki-des,False,True
kõiki-dest,False,True
kõiki-kõiki,True,True
kõikide,True,True
kõikidega,True,True
kõikideks,True,True
kõikidel,True,True
kõikidele,True,True
kõikidelt,True,True
kõikideni,True,True
kõikides,True,True
kõikidesse,True,True
kõikidest,True,True
kõikigi,True,True
kõikisid,True,True
kõikki,True,True
kõrge-ma,True,False
kõrge-te,True,False
kõrgkooli-taolise,True,False
kõrilaulu-taoliste,True,False
kõrvetise-taolised,True,False
küll-ma,True,False
külmetu-sest,True,False
kümme-üksteist,True,False
küsi-ma,True,False
küsi-mus,True,False
küsi-must,True,False
küsimus-mida,True,False
küsimus-milleks,True,False
küsin-ise,True,False
l-kumma,True,False
lahendu-seks,True,False
lahendus-see,True,False
laiu-sest,True,False
lameussi-taoline,True,False
lameussi-taolisena,True,False
lampjalg-sus,True,False
lange-tas,True,False
langetanud-see,True,False
laos-tas,True,False
lapse-iga,True,False
lapsehoidja-tolle,True,False
las-te-,True,False
lask-ma,True,False
laste-naiste-omasuguste,True,False
lasteaia-iga,True,False
lau-sa,True,False
lau-sus,True,False
lauake-kata-end,True,False
lauakest-kata-end,True,False
laudu-mida,True,False
lauliku-mina,True,False
lauluga-seda,True,False
lauluväljaku-taolist,True,False
laupäeva-ses,True,False
lauto-taoline,True,False
lavastu-ses,True,False
leedulas-te,True,False
lehekülge-ühel,True,False
lehtedega-kõik,True,False
leid-ma,True,False
leige-milleks,True,False
lenda-ma,True,False
lepatriinu-taolist,True,False
leppi-ma,True,False
liht-sa,True,False
lihtsalt-meeldib-ja-kõik,True,False
liidumaa-taoline,True,False
liig-selt,True,False
liiga-palju,True,False
liik-me,True,False
liik-me-ta-su,True,False
liik-meid,True,False
liiki-nad,True,False
liikme-te,True,False
liivakasti-mina-ise,True,False
linna-see,True,False
loa-ta,True,False
loo-ma,True,False
loo-ma-,True,False
loo-mult,True,False
loo-ta,True,False
loobu-ma,True,False
loodu-ses,True,False
loodu-sest,True,False
looja-mina,True,False
loomakliiniku-taolise,True,False
love-taolises,True,False
lubadusi-mis,True,False
lugemata-palju,True,False
lugu-mingi,True,False
lumehelbe-meil,True,False
luule-mina,True,False
läbi-mida,True,False
läbilaskevõi-me,True,False
läbilöömi-seks,True,False
läbirääkimis-te,True,False
lähe-ise,True,False
lähinaabri-te,True,False
lähme-näitame-neile,True,False
läänepool-sest,True,False
lõbus-mul,True,False
lõhku-ma,True,False
lõi-kes,True,False
lõiku-sest,True,False
lõpe-tas,True,False
lõpp-palju,True,False
lõppkokkuvõttes-nende,True,False
löö-ma,True,False
m-e,False,True
m-e-i-e,False,True
m-is,False,True
m-ma,True,False
m-mida,True,True
m-mis,True,True
ma,True,True
ma-,True,True
ma-armastan-sind,True,False
ma-ei-tea-kes,True,True
ma-ei-tea-mida,True,True
ma-ei-tea-millega,True,True
ma-ei-tea-mis,True,True
ma-ei-tea-mitme,True,True
ma-ei-tea-mitmendal,True,True
ma-ei-tea-mitmendat,True,True
ma-ei-tea-mitut,True,True
ma-kuulsin-kusagilt-midagi,True,False
ma-ma,True,True
maailm-meie,True,False
maandu-ma,True,False
made-me,True,False
magi,True,True
magneesium-seda,True,False
mait-see,True,False
maja-see,True,False
majandusuudis-te,True,False
maks-ma,True,False
maksab-midagi,True,False
maksimaal-selt,True,False
maksja-te,True,False
maksmata-midagi,True,False
maksu-mus,True,False
male-taolise,True,False
manomeeter-see,True,False
masendu-ses,True,False
me,True,True
me-,True,True
me-tal,True,False
meeldib-see,True,False
meenu-tas,True,False
mees-mina,True,False
mega-palju,True,False
megi,True,True
mei-le,False,True
mei-le-gi,False,True
meid,True,True
meid-,True,True
meidki,True,True
meie,True,True
meie-,True,True
meie-muu,True,True
meie-need,True,True
meie-nemad,True,True
meie-nende,True,True
meie-teie,True,True
meiega,True,True
meiegagi,True,True
meiegi,True,True
meieks,True,True
meiena,True,True
meieni,True,True
meienigi,True,True
meiesugune,True,True
meiesuguse,True,True
meiesugused,True,True
meiesugusega,True,True
meiesuguseid,True,True
meiesuguseks,True,True
meiesugusel,True,True
meiesugusele,True,True
meiesuguselgi,True,True
meiesuguselt,True,True
meiesuguses,True,True
meiesugusest,True,True
meiesugust,True,True
meiesuguste,True,True
meiesugustega,True,True
meiesugusteks,True,True
meiesugustel,True,True
meiesugustele,True,True
meiesugustelt,True,True
meiesugustesse,True,True
meiesugustest,True,True
meieta,True,True
meietagi,True,True
meietaoline,True,True
meietaolise,True,True
meietaolised,True,True
meietaolisele,True,True
meietaolisi,True,True
meietaoliste,True,True
meietaolistega,True,True
meietaolistel,True,True
meietaolistele,True,True
meiks,True,True
meil,True,True
meil-,True,True
meil-gi,False,True
meile,True,True
meile-teile-nendele,True,True
meilegi,True,True
meilgi,True,True
meilt,True,True
meiltki,True,True
meis,True,True
meiski,True,True
meisse,True,True
meissegi,True,True
meist,True,True
meist-,True,True
meistki,True,True
meloodia-taolist,True,False
menetlemisel-sel,True,False
mentaliteet-keegi,True,False
mi-da,False,True
mi-da-gi,False,True
mi-dagi,False,True
mi-mina,False,True
mi-na,False,True
mi-nu,False,True
mi-nu-ga,False,True
mi-nul,False,True
mi-nule,False,True
mi-tu,False,True
mi-tut,False,True
mida,True,True
mida-gi,False,True
mida-keda,True,True
mida-mida,True,True
mida-vähem-räägid-seda-ohutum-mulle,True,False
midagi,True,True
midagi-,True,True
midagi-kedagi,True,True
midagi-mulle,True,False
midagigi,True,True
midagi–,True,True
mihuke,True,True
mihukene,True,True
mihukese,True,True
mihukesed,True,True
mihukesest,True,True
mihukest,True,True
mihukeste,True,True
mikrofon-selle,True,False
mil,True,True
mil-,True,True
mil-le,False,True
mil-le-ga,False,True
mil-le-ga-gi,False,True
mil-le-le,False,True
mil-le-ta,False,True
mil-lega,False,True
mil-leks,False,True
mil-lel,False,True
mil-lele,False,True
mil-les,False,True
mil-lest-ki,False,True
mil-li-ne,False,True
mil-li-se,False,True
mil-li-se-le,False,True
mil-li-sed,False,True
mil-li-seid,False,True
mil-li-sel,False,True
mil-li-ses,False,True
mil-li-ses-se,False,True
mil-line,False,True
mil-lis-te-le,False,True
mil-lise,False,True
mil-lises,False,True
milgi,True,True
mille,True,True
mille-,True,True
mille-ga,False,True
mille-kelle,True,True
mille-kellega,True,True
millede,True,True
milledega,True,True
milledeks,True,True
milledel,True,True
milledele,True,True
milledelt,True,True
milledeni,True,True
milledes,True,True
milledesse,True,True
milledest,True,True
millega,True,True
millega-kellega,True,True
millegagi,True,True
millegi,True,True
millegi-kellegi,True,True
millegigi,True,True
milleks,True,True
millekski,True,True
millekski-kellekski,True,True
millel,True,True
millele,True,True
millelegi,True,True
millelegi-kellelegi,True,True
millelgi,True,True
millelt,True,True
milleltki,True,True
millena,True,True
millenagi,True,True
milleni,True,True
millenigi,True,True
milles,True,True
milleski,True,True
millesse,True,True
millessegi,True,True
millest,True,True
millest-kellest,True,True
millestki,True,True
millestki-,True,True
millestki-kellestki,True,True
milleta,True,True
milletagi,True,True
milletaoline,True,True
milletaolise,True,True
milletaolised,True,True
milletaolisega,True,True
milletaolisest,True,True
milletaolisi,True,True
milletaolist,True,True
milletaoliste,True,True
milletaolistega,True,True
milletaolistest,True,True
milli-ses,True,True
milline,True,True
milline-selline,True,True
millise,True,True
millised,True,True
millisega,True,True
milliseid,True,True
milliseis,True,True
milliseist,True,True
milliseks,True,True
millisel,True,True
millisele,True,True
milliselt,True,True
millisena,True,True
milliseni,True,True
millises,True,True
millisesse,True,True
millisest,True,True
millisestki,True,True
millist,True,True
milliste,True,True
millistega,True,True
millisteks,True,True
millistel,True,True
millistele,True,True
millistelt,True,True
millistena,True,True
millisteni,True,True
millistes,True,True
millistesse,True,True
millistest,True,True
min-geid,False,True
min-gi,False,True
min-gi-test-ki,False,True
min-gid,False,True
min-gil,False,True
min-gist,False,True
min-git,False,True
mina,True,True
mina-,True,True
mina-ei-tea-midagi,True,True
mina-ei-tea-mis,True,True
mina-ise,True,True
mina-meie,True,True
mina-mina,True,True
mina-mina-mina,True,True
mina-pole-midagi,True,False
mina-sina,True,True
mina-sina-teie,True,True
mina-sulle,True,False
mina-sulle-sina-mulle,True,False
mina-teised,True,True
minagi,True,True
minagi-,False,True
minakene,True,True
mind,True,True
mind-,True,True
mindki,True,True
mine-ma,True,False
mine-tea-kellele,True,True
mine-tea-mis,True,True
mine-tea-veel-mis,True,True
minestuse-taolisse,True,False
mingeid,True,True
mingeidki,True,True
mingeiks,True,True
mingeil,True,True
mingeile,True,True
mingeis,True,True
mingeisse,True,True
mingeist,True,True
mingi,True,True
mingi-,True,True
mingid,True,True
mingidki,True,True
mingiga,True,True
mingigi,True,True
mingiks,True,True
mingikski,True,True
mingil,True,True
mingile,True,True
mingilegi,True,True
mingilgi,True,True
mingilt,True,True
mingis,True,True
mingiski,True,True
mingisse,True,True
mingissegi,True,True
mingist,True,True
mingistki,True,True
mingisugune,True,True
mingisugunegi,True,True
mingisuguse,True,True
mingisugused,True,True
mingisugusedki,True,True
mingisugusegi,True,True
mingisuguseid,True,True
mingisuguseidki,True,True
mingisuguseks,True,True
mingisugusekski,True,True
mingisugusel,True,True
mingisugusele,True,True
mingisuguselegi,True,True
mingisuguselgi,True,True
mingisuguselt,True,True
mingisuguses,True,True
mingisuguseski,True,True
mingisugusesse,True,True
mingisugusessegi,True,True
mingisugusest,True,True
mingisugusestki,True,True
mingisugust,True,True
mingisuguste,True,True
mingisugustegi,True,True
mingisugusteks,True,True
mingisugustel,True,True
mingisugustele,True,True
mingisugustelegi,True,True
mingisugustelt,True,True
mingisugustenagi,True,True
mingisugustes,True,True
mingisugustesse,True,True
mingisugustessegi,True,True
mingisugustest,True,True
mingisugustestki,True,True
mingisugustki,True,True
mingit,True,True
mingita,True,True
mingite,True,True
mingitega,True,True
mingitegi,True,True
mingiteks,True,True
mingitekski,True,True
mingitel,True,True
mingitele,True,True
mingitelegi,True,True
mingitelgi,True,True
mingitelt,True,True
mingites,True,True
mingiteski,True,True
mingitesse,True,True
mingitessegi,True,True
mingitest,True,True
mingitestki,True,True
mingitki,True,True
minimaal-selt,True,False
minu,True,True
minu-,True,True
minu-le,False,True
minu-minu,True,True
minuga,True,True
minugagi,True,True
minugi,True,True
minuks,True,True
minul,True,True
minul-sinul,True,True
minule,True,True
minulegi,True,True
minulgi,True,True
minult,True,True
minultki,True,True
minuna,True,True
minuni,True,True
minunigi,True,True
minus,True,True
minuski,True,True
minusse,True,True
minussegi,True,True
minust,True,True
minust-ei-sõltu-midagi,True,False
minust-sinust,True,True
minustki,True,True
minusugune,True,True
minusuguse,True,True
minusugused,True,True
minusugusedki,True,True
minusugusega,True,True
minusugusegi,True,True
minusuguseid,True,True
minusuguseidki,True,True
minusuguseks,True,True
minusugusel,True,True
minusugusele,True,True
minusuguselegi,True,True
minusuguselt,True,True
minusuguses,True,True
minusugusest,True,True
minusugust,True,True
minusuguste,True,True
minusugustega,True,True
minusugustel,True,True
minusugustele,True,True
minusugustelegi,True,True
minusugustelt,True,True
minusugustesse,True,True
minusugustest,True,True
minuta,True,True
minutagi,True,True
minutaoline,True,True
minutaolise,True,True
minutaolised,True,True
minutaoliseks,True,True
minutaolisel,True,True
minutaolisest,True,True
minutaolisi,True,True
minutaolist,True,True
minutaoliste,True,True
minutaolistel,True,True
minutaolistele,True,True
minutaolistes,True,True
mis,True,True
mis-,True,True
mis-kes,True,True
mis-ki,False,True
mis-kurat-see-veel-siin-on-selline,True,False
mis-mina,True,True
mis-mis,True,True
mis-on-mis,True,False
miski,True,True
miski-,True,True
miski-keegi,True,True
miskigi,True,True
miskisugune,True,True
miskisuguse,True,True
miskisugused,True,True
miskisugusegi,True,True
miskisuguseid,True,True
miskisugusest,True,True
miskisugust,True,True
miskisuguste,True,True
miskisugustes,True,True
missu-gust,False,True
missugu-ne,False,True
missugune,True,True
missuguse,True,True
missugused,True,True
missugusega,True,True
missuguseid,True,True
missuguseks,True,True
missugusel,True,True
missugusele,True,True
missuguselt,True,True
missugusena,True,True
missuguses,True,True
missugusesse,True,True
missugusest,True,True
missugust,True,True
missuguste,True,True
missugustega,True,True
missugusteks,True,True
missugustel,True,True
missugustele,True,True
missugustelt,True,True
missugustena,True,True
missugustes,True,True
missugustesse,True,True
missugustest,True,True
misuke,True,True
misukene,True,True
misukese,True,True
misukesed,True,True
misukeses,True,True
misukesi,True,True
misukest,True,True
misukesteks,True,True
mit-me,False,True
mit-me-le,False,True
mit-me-su-gu-sed,False,True
mit-me-su-gu-seid,False,True
mit-me-su-gus-te,False,True
mit-me-su-gus-tel,False,True
mit-me-te,False,True
mit-me-tes,False,True
mit-med,False,True
mit-meid,False,True
mit-meks,False,True
mit-mel,False,True
mit-melt,False,True
mit-mes,False,True
mit-messe,False,True
mit-mesugustel,False,True
mit-mete,False,True
mitme,True,True
mitme-,True,True
mitme-mitme,True,True
mitme-setme,True,True
mitmed,True,True
mitmed-mitmed,True,True
mitmed-setmed,True,True
mitmedki,True,True
mitmega,True,True
mitmegi,True,True
mitmeid,True,True
mitmeid-,True,True
mitmeid-mitmeid,True,True
mitmeid-setmeid,True,True
mitmeidki,True,True
mitmeil,True,True
mitmeile,True,True
mitmeilt,True,True
mitmeis,True,True
mitmeiski,True,True
mitmeist,True,True
mitmeks,True,True
mitmeks-mitmeks,True,True
mitmeks-setmeks,True,True
mitmekski,True,True
mitmekülg-sust,True,False
mitmel,True,True
mitmel-mitmel,True,True
mitmel-setmel,True,True
mitmele,True,True
mitmele-setmele,True,True
mitmelegi,True,True
mitmelgi,True,True
mitmelt,True,True
mitmelt-setmelt,True,True
mitmeltki,True,True
mitmenda,True,True
mitmendad,True,True
mitmendaga,True,True
mitmendaid,True,True
mitmendaks,True,True
mitmendal,True,True
mitmendale,True,True
mitmendalt,True,True
mitmendana,True,True
mitmendas,True,True
mitmendasse,True,True
mitmendast,True,True
mitmendat,True,True
mitmendat-mitmendat,True,True
mitmendates,True,True
mitmeni,True,True
mitmes,True,True
mitmes-mitmes,True,True
mitmes-setmes,True,True
mitmeski,True,True
mitmesse,True,True
mitmesse-setmesse,True,True
mitmessegi,True,True
mitmest,True,True
mitmest-setmest,True,True
mitmestki,True,True
mitmesu-guseid,False,True
mitmesu-guste,False,True
mitmesu-gustest,False,True
mitmesugune,True,True
mitmesuguse,True,True
mitmesugused,True,True
mitmesuguseid,True,True
mitmesuguseid-,True,True
mitmesuguseil,True,True
mitmesuguseis,True,True
mitmesuguseks,True,True
mitmesugusel,True,True
mitmesugusele,True,True
mitmesuguselt,True,True
mitmesuguses,True,True
mitmesugusesse,True,True
mitmesugusest,True,True
mitmesugust,True,True
mitmesuguste,True,True
mitmesugusteks,True,True
mitmesugustel,True,True
mitmesugustele,True,True
mitmesugustelt,True,True
mitmesugustes,True,True
mitmesugustesse,True,True
mitmesugustest,True,True
mitmetaolist,True,True
mitmete,True,True
mitmete-mitmete,True,True
mitmete-setmete,True,True
mitmetega,True,True
mitmetegagi,True,True
mitmetegi,True,True
mitmeteks,True,True
mitmetel,True,True
mitmetel-setmetel,True,True
mitmetele,True,True
mitmetelegi,True,True
mitmetelgi,True,True
mitmetelt,True,True
mitmeteni,True,True
mitmetes,True,True
mitmetes-setmetes,True,True
mitmeteski,True,True
mitmetesse,True,True
mitmetest,True,True
mitmetest-mitmetest,True,True
mitmetest-setmetest,True,True
mitmevõistleja-mina,True,False
mitte-enda,True,False
mitte-endaks,True,False
mitte-endast,True,False
mitte-esimeses,True,False
mitte-esimeste,True,False
mitte-keegi,True,False
mitte-kellegagi,True,False
mitte-kui-midagi,True,False
mitte-kui-millekski,True,False
mitte-kui-üks,True,False
mitte-meie,True,False
mitte-meieks,True,False
mitte-meist,True,False
mitte-midagi,True,False
mitte-millegi,True,False
mitte-mina,True,False
mitte-miski,True,False
mitte-oma,True,False
mitte-see,True,False
mitte-setu,True,False
mitte-ta,True,False
mitte-väga-palju,True,False
mittesobilikku-sest,True,False
mitu,True,True
mitu-,True,True
mitu-asja-ühes,True,False
mitu-mitu,True,True
mitu-mitu-mitu,True,True
mitu-setu,True,True
mitugi,True,True
mitut,True,True
mitut-mitut,True,True
mitut-setut,True,True
mitutki,True,True
modellindu-ses,True,False
moraal-selt,True,False
mu,True,True
mu-,True,True
muga,True,True
mugi,True,True
muid,True,True
muide-nad,True,False
muidki,True,True
muiks,True,True
muil,True,True
muile,True,True
muilegi,True,True
muilgi,True,True
muilt,True,True
muina,True,True
muis,True,True
muiski,True,True
muisse,True,True
muissegi,True,True
muist,True,True
mul,True,True
mul-,True,True
mul-Sul,False,True
mul-le,False,True
mul-on-suurem-kui-sul,True,False
mulgi,True,True
mulgi-,False,True
mulla-taolist,True,False
mullamutt-meie,True,False
mulle,True,True
mulle-,True,True
mulle-mulle,True,True
mulle-mulle-mulle,True,True
mulle-sulle,True,True
mulle-talle-meile,True,True
mullegi,True,True
mullu-sest,True,False
mult,True,True
multi-kõige,True,False
mult–,True,True
muret-seda,True,False
muretse-ma,True,False
muretsenud-kõik,True,False
mus,True,True
mus-,True,True
mus-talt,True,False
musse,True,True
must,True,True
must-,True,True
must-must,True,True
must-see,True,False
must-valge-must,True,False
mustki,True,True
muu,True,True
muu-,True,True
muu-de,False,True
muu-desse,False,True
muu-dest,False,True
muu-muu,True,True
muu-ta,True,True
muud,True,True
muud-,True,True
muud-sinu,True,False
muude,True,True
muudega,True,True
muudegagi,True,True
muudegi,True,True
muudeks,True,True
muudekski,True,True
muudel,True,True
muudele,True,True
muudelegi,True,True
muudelgi,True,True
muudelt,True,True
muudeltki,True,True
muudena,True,True
muudes,True,True
muudeski,True,True
muudesse,True,True
muudessegi,True,True
muudest,True,True
muudestki,True,True
muudeta,True,True
muudki,True,True
muuga,True,True
muuga-,True,True
muugagi,True,True
muugi,True,True
muuks,True,True
muukski,True,True
muul,True,True
muule,True,True
muulegi,True,True
muulgi,True,True
muult,True,True
muultki,True,True
muuna,True,True
muuni,True,True
muus,True,True
muus-ki,False,True
muusid,True,True
muuski,True,True
muusse,True,True
muussegi,True,True
muust,True,True
muustki,True,True
muut-ma,True,False
muuta,True,True
muutagi,True,True
muutu-sest,True,False
mäherdune,True,True
mäherduse,True,True
mäherdused,True,True
mäherdusele,True,True
mäherduses,True,True
mäherdusi,True,True
mäherdusse,True,True
mäherdust,True,True
mäherduste,True,True
mäherdustest,True,True
mämm-mu,True,False
mängi-ma,True,False
märk-sa,True,False
märkimisväär-selt,True,False
määra-ta,True,False
mõ-lema,False,True
mõ-lemad,False,True
mõ-lemal,False,True
mõ-lemale,False,True
mõ-lemas,False,True
mõ-lemast,False,True
mõ-lemat,False,True
mõ-lematel,False,True
mõ-ne,False,True
mõ-ned,False,True
mõ-nede,False,True
mõ-nedel,False,True
mõ-nedes,False,True
mõ-nedest,False,True
mõ-nedki,False,True
mõ-negi,False,True
mõ-neks,False,True
mõ-nel,False,True
mõ-nele,False,True
mõ-nelt,False,True
mõ-nes,False,True
mõ-neski,False,True
mõ-nest,False,True
mõ-nestki,False,True
mõ-ni,False,True
mõ-nigi,False,True
mõ-nin-gaid,False,True
mõ-ningad,False,True
mõ-ningaid,False,True
mõ-ningal,False,True
mõ-ningasest,False,True
mõ-ningast,False,True
mõ-ningate,False,True
mõ-ningatel,False,True
mõ-ningates,False,True
mõju-ta,True,False
mõju-ta-ma,True,False
mõju-tas,True,False
mõjuvõi-mu,True,False
mõjuvõi-must,True,False
mõle-ma,False,True
mõle-mad,False,True
mõle-mal,False,True
mõle-malt,False,True
mõle-mat,False,True
mõlema,True,True
mõlema-,True,True
mõlemad,True,True
mõlemad-,True,True
mõlemadki,True,True
mõlemaga,True,True
mõlemaid,True,True
mõlemaid-,True,True
mõlemail,True,True
mõlemaile,True,True
mõlemais,True,True
mõlemaisse,True,True
mõlemaist,True,True
mõlemaks,True,True
mõlemal,True,True
mõlemale,True,True
mõlemalgi,True,True
mõlemalt,True,True
mõlemana,True,True
mõlemani,True,True
mõlemas,True,True
mõlemaski,True,True
mõlemasse,True,True
mõlemast,True,True
mõlemat,True,True
mõlemata,True,True
mõlemate,True,True
mõlematega,True,True
mõlemateks,True,True
mõlematel,True,True
mõlematele,True,True
mõlemates,True,True
mõlematesse,True,True
mõlematest,True,True
mõn-da,False,True
mõn-da-gi,False,True
mõn-dagi,False,True
mõnd,True,True
mõnda,True,True
mõndagi,True,True
mõndki,True,True
mõne,True,True
mõne-,True,True
mõne-del,False,True
mõne-gi,False,True
mõne-le-gi,False,True
mõned,True,True
mõned-ki,False,True
mõnede,True,True
mõnedega,True,True
mõnedegi,True,True
mõnedeks,True,True
mõnedel,True,True
mõnedele,True,True
mõnedelegi,True,True
mõnedelgi,True,True
mõnedelt,True,True
mõnedeltki,True,True
mõnedes,True,True
mõnedesse,True,True
mõnedest,True,True
mõnedestki,True,True
mõnedki,True,True
mõnega,True,True
mõnegagi,True,True
mõnegi,True,True
mõneks,True,True
mõnekski,True,True
mõnel,True,True
mõnel-gi,False,True
mõnele,True,True
mõnelegi,True,True
mõnelgi,True,True
mõnelt,True,True
mõneltki,True,True
mõneni,True,True
mõnes,True,True
mõnes-ki,False,True
mõnesid,True,True
mõnesidki,True,True
mõneski,True,True
mõnesse,True,True
mõnessegi,True,True
mõnest,True,True
mõnestki,True,True
mõnesugune,True,True
mõnesuguse,True,True
mõnesugused,True,True
mõnesugusedki,True,True
mõnesugusegi,True,True
mõnesuguseid,True,True
mõnesuguseks,True,True
mõnesugusel,True,True
mõnesugusele,True,True
mõnesuguselt,True,True
mõnesuguses,True,True
mõnesugusest,True,True
mõnesugust,True,True
mõnesuguste,True,True
mõnesugusteks,True,True
mõnesugustel,True,True
mõnesugustesse,True,True
mõnesugustest,True,True
mõnesugustki,True,True
mõni,True,True
mõni-,True,True
mõni-gi,False,True
mõnigi,True,True
mõnin-ga-ne,False,True
mõnin-ga-tes,False,True
mõnin-ga-test,False,True
mõnin-gaid,False,True
mõnin-gast,False,True
mõnin-gate,False,True
mõninga,True,True
mõningad,True,True
mõningadki,True,True
mõningaid,True,True
mõningaidki,True,True
mõningail,True,True
mõningaile,True,True
mõningais,True,True
mõningaisse,True,True
mõningaist,True,True
mõningaks,True,True
mõningal,True,True
mõningale,True,True
mõningalgi,True,True
mõningane,True,True
mõninganegi,True,True
mõningas,True,True
mõningase,True,True
mõningased,True,True
mõningasegi,True,True
mõningaseks,True,True
mõningasekski,True,True
mõningasel,True,True
mõningasele,True,True
mõningaselt,True,True
mõningases,True,True
mõningasest,True,True
mõningasi,True,True
mõningasse,True,True
mõningast,True,True
mõningaste,True,True
mõningasteks,True,True
mõningastele,True,True
mõningastest,True,True
mõningastki,True,True
mõningat,True,True
mõningate,True,True
mõningatega,True,True
mõningateks,True,True
mõningatel,True,True
mõningatele,True,True
mõningatelt,True,True
mõningates,True,True
mõningatesse,True,True
mõningatest,True,True
mõningatki,True,True
mõnu-sa,True,False
mõtle-ma,True,False
mõtle-me,True,False
mõtlesin-mida,True,False
mõtlesin-mis,True,False
mõttes-neist,True,False
mõõt-ma,True,False
mõõt-meid,True,False
mõõtudega-see,True,False
mütse-salle-susse,True,False
müü-ma,True,False
n-enda,True,False
naabrivalve-taoline,True,False
naasugune,True,True
naasuguse,True,True
naasugused,True,True
naasuguseid,True,True
naasuguseks,True,True
naasugusel,True,True
naasuguses,True,True
naasugusest,True,True
naasugust,True,True
naasuguste,True,True
naasugustel,True,True
naasugustele,True,True
naasugustes,True,True
naasugustest,True,True
nad,True,True
nad-,True,True
naeruväär-seks,True,False
naftajuht-me,True,False
naftajärg-seks,True,False
nagu-tas,True,True
nai-ses,True,False
nai-sest,True,False
nais-mina,True,False
nais-te,True,False
napsi-teise,True,False
narr-me,True,False
ne-il,False,True
ne-mad,False,True
need,True,True
need-,True,True
need-ja-need,True,True
needki,True,True
needsamad,True,True
needsamused,True,True
needsamusedki,True,True
needsinased,True,True
needsinatsed,True,True
nei-le,False,True
neid,True,True
neid-,True,True
neid-samu,True,True
neidki,True,True
neidsamaseid,True,True
neidsamu,True,True
neidsamugi,True,True
neidsamuseid,True,True
neidsamuseidki,True,True
neidsinaseid,True,True
neidsinatseid,True,True
neiks,True,True
neikssamuks,True,True
neil,True,True
neile,True,True
neile-meile,True,True
neilegi,True,True
neilgi,True,True
neilsamul,True,True
neilsamuseil,True,True
neilt,True,True
neiltki,True,True
neis,True,True
neis-se,False,True
neiski,True,True
neissamus,True,True
neisse,True,True
neissegi,True,True
neist,True,True
neistki,True,True
neistsamust,True,True
neitsi-see,True,False
neli-teist,True,False
nelja-üks,True,False
nemad,True,True
nemadki,True,True
nen-de,False,True
nen-de-ga,False,True
nen-de-le,False,True
nen-dega,False,True
nen-deks,False,True
nen-des,False,True
nen-des-se,False,True
nen-dest,False,True
nende,True,True
nende-,True,True
nende-ja-nende,True,True
nende-nende-nende,True,True
nendega,True,True
nendegagi,True,True
nendegi,True,True
nendeks,True,True
nendekski,True,True
nendekssamadeks,True,True
nendel,True,True
nendele,True,True
nendelegi,True,True
nendelesamadele,True,True
nendelgi,True,True
nendelsamadel,True,True
nendelt,True,True
nendeltki,True,True
nendeltsamadelt,True,True
nendena,True,True
nendeni,True,True
nendenigi,True,True
nendes,True,True
nendes-nendes,True,True
nendesamade,True,True
nendesamadega,True,True
nendesamadegi,True,True
nendesamuste,True,True
nendesamustegagi,True,True
nendesinaste,True,True
nendeski,True,True
nendessamades,True,True
nendesse,True,True
nendessegi,True,True
nendessesamadesse,True,True
nendest,True,True
nendestki,True,True
nendestsamadest,True,True
nendesugune,True,True
nendesuguse,True,True
